Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text),Cases
kingsley smith solicitors,0,2,0.0,0,2,0,"kingsley smith solicitors, kingsley smith solicitors llp","{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/601.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/195.html""]}"
kingston law limited,1,0,100.0,0,1,0,kingston law limited,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1387.html""]}"
"kingston-upon-hull city council, solicitors' office",0,1,0.0,0,1,0,"kingston-upon-hull city council, solicitors' office","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/364.html""]}"
kingstons solicitors,0,1,0.0,0,0,1,kingstons solicitors,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/16.html""]}"
kirkland,4,9,30.77,0,8,5,"kirkland, kirkland & ellis international llp","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1462.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1562.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1003.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/105.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/34.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/373.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/451.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/637.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/73.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1100.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1143.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/743.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/182.html""]}"
kirklees citizens advice,1,1,50.0,0,1,1,"kirklees citizens advice, kirklees council legal services","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/16.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/154.html""]}"
kitsons llp,1,1,50.0,0,2,0,kitsons llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/192.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/544.html""]}"
kj conroy & co,0,1,0.0,0,0,1,kj conroy & co,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2167.html""]}"
kleyman,1,0,100.0,0,0,1,kleyman,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/929.html""]}"
knights,2,1,66.67,0,0,3,"knights, knights plc","{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/102.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/652.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1339.html""]}"
knights solicitors,0,1,0.0,0,1,0,knights solicitors,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1182.html""]}"
kobre & kim (uk) llp,4,2,66.67,0,3,3,kobre & kim (uk) llp,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/412.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/230.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1052.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1595.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1257.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/52.html""]}"
kpmg,6,11,35.29,0,10,7,"kpmg, kpmg law, kpmg llp","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/720.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/842.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/6.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1015.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/114.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1250.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/174.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/440.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1962.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1021.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/118.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/849.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/328.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/584.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1281.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/474.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/626.html""]}"
krishan kumar solicitor,0,1,0.0,0,1,0,krishan kumar solicitor,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/798.html""]}"
kuit steinart levy llp,0,1,0.0,0,1,0,kuit steinart levy llp,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1390.html""]}"
kuits,0,1,0.0,0,1,0,kuits,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1210.html""]}"
kw law llp,1,0,100.0,0,0,1,kw law llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1140.html""]}"
kyles legal practice,0,2,0.0,0,2,0,kyles legal practice,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/7.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/331.html""]}"
kyriakides & braier,0,1,0.0,0,1,0,kyriakides & braier,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/204.html""]}"
labour exploitation unit,1,0,100.0,0,1,0,labour exploitation unit,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/280.html""]}"
labour exploitation unit at islington law centre,1,0,100.0,0,1,0,labour exploitation unit at islington law centre,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/33.html""]}"
lamb,0,1,0.0,0,1,0,lamb,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/674.html""]}"
lamb brooks llp,1,0,100.0,0,0,1,lamb brooks llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1196.html""]}"
lambeth legal services,3,1,75.0,0,1,3,"lambeth legal services, lb lambeth legal services","{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/809.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/844.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1758.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/457.html""]}"
lambeth solicitors,1,0,100.0,0,1,0,lambeth solicitors,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1409.html""]}"
lamptons solicitors,0,1,0.0,0,1,0,lamptons solicitors,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1358.html""]}"
"lancashire constabulary, legal services department",1,0,100.0,0,0,1,"lancashire constabulary, legal services department","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1174.html""]}"
lancashire county council,0,1,0.0,0,1,0,lancashire county council,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/717.html""]}"
landau & cohen,0,1,0.0,0,1,0,landau & cohen,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/566.html""]}"
langleys,2,3,40.0,0,1,4,"european commission legal service, assisted by langleys solicitors llp, langleys, langleys solicitors, langleys solicitors llp","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/339.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/377.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/483.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/8.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1566.html""]}"
latham & watkins,9,6,60.0,1,8,7,"latham & watkins, latham & watkins (london) llp, latham & watkins llp, latham & watkins llp for singapore airlines limited","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1018.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1263.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1707.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/624.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/62.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/99.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1294.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/26.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/43.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/782.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/14.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/876.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/64.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/416.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1024.html""]}"
law,1,2,33.33,0,1,2,law,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/150.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1259.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1539.html""]}"
"law & democratic services, swindon borough council",0,1,0.0,0,1,0,"law & democratic services, swindon borough council","{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/152.html""]}"
law centre,0,1,0.0,0,0,1,law centre,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/16.html""]}"
law lane solicitors,0,3,0.0,0,3,0,law lane solicitors,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/36.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2496.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/439.html""]}"
law office of sarah hougie,2,0,100.0,0,2,0,law office of sarah hougie,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/4.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/681.html""]}"
law practice solicitors,0,1,0.0,0,1,0,law practice solicitors,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1053.html""]}"
law society legal services team,0,1,0.0,0,0,1,law society legal services team,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1416.html""]}"
law together llp,1,0,100.0,0,0,1,law together llp,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1408.html""]}"
lawbriefs ltd,0,1,0.0,0,0,1,lawbriefs ltd,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1233.html""]}"
lawcomm solicitors,0,1,0.0,0,1,0,lawcomm solicitors,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1178.html""]}"
lawrence & co. solicitors,2,0,100.0,0,2,0,"lawrence, lawrence & co. solicitors","{""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/713.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/584.html""]}"
lawrence lupin solicitors,0,2,0.0,0,1,1,lawrence lupin solicitors,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/565.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/240.html""]}"
lawson west,1,0,100.0,0,0,1,lawson west,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/67.html""]}"
lawsons solicitors,1,1,50.0,0,1,1,"lawsons solicitors, messrs lawsons solicitors","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1148.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/122.html""]}"
lawstop,0,2,0.0,0,2,0,lawstop,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1370.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/975.html""]}"
lax & co llp,0,1,0.0,0,0,1,lax & co llp,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1877.html""]}"
lazarev cleaver llp,1,0,100.0,0,1,0,lazarev cleaver llp,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/879.html""]}"
lb law,0,1,0.0,0,0,1,lb law,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/267.html""]}"
leathes prior,1,0,100.0,0,1,0,leathes prior,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/76.html""]}"
lee & thompson,2,3,40.0,0,1,4,"lee & thompson, lee & thompson llp","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/704.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2005.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1645.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/677.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/29.html""]}"
lee bolton monier-williams,3,3,50.0,0,3,3,"lee bolton monier-williams, lee bolton monier-williams llp, lee bolton monier-williams solicitors","{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/880.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/389.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1793.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2813.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/200.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1651.html""]}"
lee valley regional park authority,0,1,0.0,0,1,0,lee valley regional park authority,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/404.html""]}"
leeds city council,2,1,66.67,0,0,3,"leeds city council, leeds city council legal services","{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/32.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/450.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/895.html""]}"
legal,2,3,40.0,0,2,3,legal,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/222.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1211.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1004.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/913.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/320.html""]}"
legal & democratic services hyndburn borough council,0,1,0.0,0,0,1,legal & democratic services hyndburn borough council,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/242.html""]}"
legal adviser's office,1,0,100.0,0,1,0,legal adviser's office,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/696.html""]}"
legal aid agency,2,2,50.0,0,3,1,"legal aid agency, legal aid agency, central legal team","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1169.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1260.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1124.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/24.html""]}"
legal comfort solicitors,0,1,0.0,0,1,0,legal comfort solicitors,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/539.html""]}"
legal department of office of immigration services commissioner,0,1,0.0,0,0,1,legal department of office of immigration services commissioner,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1473.html""]}"
legal department of second respondent,1,0,100.0,0,0,1,legal department of second respondent,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/940.html""]}"
"legal department, burnley borough council",1,0,100.0,0,0,1,"legal department, burnley borough council","{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/55.html""]}"
"legal department, coventry city council",1,0,100.0,0,0,1,"legal department, coventry city council","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2252.html""]}"
"legal department, hmrc",0,1,0.0,0,0,1,"legal department, hmrc","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1637.html""]}"
"legal department, lb haringey",0,1,0.0,0,0,1,"legal department, lb haringey","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/483.html""]}"
"legal department, mears group plc",1,0,100.0,0,0,1,"legal department, mears group plc","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/751.html""]}"
"legal department, welwyn hatfield borough council",1,0,100.0,0,0,1,"legal department, welwyn hatfield borough council","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1458.html""]}"
legal dept. haringey council,1,0,100.0,0,0,1,legal dept. haringey council,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/119.html""]}"
"legal division, financial conduct authority",1,0,100.0,0,1,0,"legal division, financial conduct authority","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1125.html""]}"
"legal group enforcement & market oversight, hmcts customer investigation team",0,0,,1,0,0,"legal group enforcement & market oversight, hmcts customer investigation team","{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/881.html""]}"
legal group of enforcement,1,0,100.0,0,0,1,legal group of enforcement,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2140.html""]}"
legal service,15,8,65.22,0,8,15,"legal service, legal services","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/695.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1827.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2176.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1370.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/561.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/795.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/103.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1520.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/909.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1193.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1383.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1412.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/332.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/16.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/177.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/330.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/365.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/434.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/486.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/797.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/3.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/385.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/623.html""]}"
legal services at west berkshire district council,0,1,0.0,0,0,1,legal services at west berkshire district council,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/441.html""]}"
legal services city of bradford mdc,0,1,0.0,0,0,1,legal services city of bradford mdc,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1375.html""]}"
legal services department of an mbc,1,0,100.0,0,0,1,legal services department of an mbc,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/766.html""]}"
legal services department of london borough of southwark council,1,0,100.0,0,0,1,legal services department of london borough of southwark council,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/827.html""]}"
"legal services department, welsh government",0,0,,1,0,0,"legal services department, welsh government","{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/797.html""]}"
legal services dept,0,1,0.0,0,0,1,legal services dept,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/198.html""]}"
legal services dept lb hounslow,1,0,100.0,0,1,0,legal services dept lb hounslow,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/45.html""]}"
legal services directorate,0,1,0.0,0,0,1,legal services directorate,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1808.html""]}"
"legal services directorate, avon",1,1,50.0,0,1,1,"legal services directorate, avon","{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1961.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/209.html""]}"
"legal services directorate, avon & somerset police",0,1,0.0,0,0,1,"legal services directorate, avon & somerset police","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1275.html""]}"
"legal services directorate, insolvency service",1,0,100.0,0,1,0,"legal services directorate, insolvency service","{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/367.html""]}"
legal services for london borough of haringey,1,0,100.0,0,0,1,legal services for london borough of haringey,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1140.html""]}"
legal services lb of southwark,1,0,100.0,0,1,0,legal services lb of southwark,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1637.html""]}"
legal services lincolnshire,2,0,100.0,1,0,2,"legal services lincolnshire, legal services lincs","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1095.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1290.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/727.html""]}"
