Law_Firm,Wins,Losses,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Cases,Win_Rate
field fisher solicitors,0,1,0,0,1,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/3040.html']},0.0
walkers solicitors,0,2,0,2,0,"{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1144.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2844.html']}",0.0
morris law limited,0,1,0,1,0,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2763.html']},0.0
ropes & gray international llp,1,1,0,1,1,"{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1462.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2763.html']}",50.0
nicholas & co,1,0,0,0,1,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2865.html']},100.0
lee bolton monier-williams solicitors,0,1,0,0,1,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2813.html']},0.0
sandwell legal service,0,1,0,0,1,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2876.html']},0.0
thomas cooper llp,3,2,0,4,1,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/785.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/46.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/982.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/27.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2789.html']}",60.0
bridge mcfarland solicitors,0,1,0,0,1,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2789.html']},0.0
stuart & co,0,1,0,0,1,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2875.html']},0.0
"watson, farley & williams llp",1,0,0,0,1,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2760.html']},100.0
dlp piper uk llp,1,0,0,1,0,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2748.html']},100.0
bates wells and braithwaite llp,0,1,0,0,1,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2748.html']},0.0
harold benjamin solicitors,0,1,0,1,0,{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2765.html']},0.0
dmh stallard,1,1,0,1,1,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/414.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2765.html']}",50.0
pjh law,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/22.html']},0.0
"legal services, london borough of camden",0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/24.html']},0.0
wbw solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/13.html']},0.0
duncan lewis & co,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/14.html']},0.0
london borough of southwark legal department,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/31.html']},100.0
unity law,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/6.html']},0.0
lee & thompson,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/29.html']},100.0
morgan hall solicitors limited,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/4.html']},0.0
"dawn carter-mcdonald, legal and democratic services, london borough of hackney",1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/26.html']},100.0
"sky solicitors, ilford",0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/26.html']},0.0
hlw keeble hawson llp,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/12.html']},100.0
fenwick elliott llp,2,0,0,1,1,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/407.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/27.html']}",100.0
royal college of nursing legal services,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/8.html']},100.0
trethowans solicitors llp,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/17.html']},0.0
serious fraud office,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/18.html']},100.0
richard max & co. solicitors,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/39.html']},0.0
kingstons solicitors,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/16.html']},0.0
beresford & co,1,1,0,2,0,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/787.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/2.html']}",50.0
surrey heath borough council legal services department,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/23.html']},100.0
rouse legal,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/5.html']},0.0
mackrell turner & garrett,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/11.html']},0.0
neumans llp,1,1,0,1,1,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/17.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/42.html']}",50.0
duncan lewis llp,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/48.html']},0.0
slater and gordon,1,2,0,1,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/171.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1916.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/82.html']}",33.33333333333333
graysons solicitors,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/36.html']},100.0
mcdermott will and emery llp,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/74.html']},100.0
russell-cooke llp,3,1,0,2,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/72.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/75.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/63.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/151.html']}",75.0
al bawardi critchlow,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/56.html']},0.0
byrne and partners,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/56.html']},100.0
quinn emanuel urquhart & sullivan,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/94.html']},100.0
hindle campbell law,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/60.html']},0.0
hodge jones & allen llp solicitors,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/61.html']},100.0
legal services dept lb hounslow,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/45.html']},100.0
ead solicitors llp,1,2,0,1,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/399.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/399.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/79.html']}",33.33333333333333
cms cameron mckenna llp,1,3,0,1,3,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/176.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/1258.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/358.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/57.html']}",25.0
dflp,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/129.html']},0.0
oldham metropolitan borough council,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/50.html']},100.0
rohita tanna,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/50.html']},0.0
pharmacists' defence association,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/66.html']},0.0
mischon de reya,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/51.html']},0.0
tmp solicitors,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/51.html']},100.0
tinn criddle hall solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/52.html']},0.0
gordan dadds llp,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/91.html']},0.0
fbc manby bowdler llp,1,1,0,1,1,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/1057.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/68.html']}",50.0
ross & co solicitors,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/68.html']},0.0
gibson & co,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/46.html']},100.0
eversheds llp,5,8,1,7,6,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/540.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/841.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/91.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/116.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/800.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/228.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/1000.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/1060.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/562.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/1064.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/1309.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/983.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/555.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/46.html']}",38.46153846153847
bradley & jefferies,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/84.html']},0.0
else solicitors llp,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/38.html']},100.0
hcb widdows mason solicitors,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/38.html']},0.0
birmingham community law centre,0,2,0,2,0,"{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/433.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/98.html']}",0.0
fisher meredith,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/95.html']},0.0
hemingways solicitors ltd.,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/73.html']},0.0
slater & gordon uk llp,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/73.html']},100.0
hickman,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/41.html']},0.0
rose,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/41.html']},0.0
clarke barnes solicitors llp,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/185.html']},0.0
aman solicitors advocates,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/118.html']},0.0
bhatia best,2,0,0,0,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/49.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/138.html']}",100.0
danbar solicitors,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/178.html']},100.0
steptoe & johnson,2,1,0,1,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/1309.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/1316.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/134.html']}",66.66666666666666
amjad malik solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/184.html']},0.0
porters solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/125.html']},0.0
"criminal injuries compensation authority, legal services, glasgow",1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/139.html']},100.0
warwickshire county council,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/196.html']},100.0
brendan fleming solicitors,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/196.html']},0.0
gt stewart,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/156.html']},0.0
hansen palomares,0,2,0,2,0,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/711.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/156.html']}",0.0
perrin myddelton,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/156.html']},100.0
philippa long on behalf of treasury solicitor,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/142.html']},100.0
"hugh giles, director of legal services, metropolitan police service",0,0,1,0,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/142.html']},
"scott ingram, slater and gordon",0,0,1,0,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/142.html']},
silverbeck rymer solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/193.html']},0.0
"oglethorpe, sturton & gillibrand",0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/186.html']},0.0
boodle hatfield,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/186.html']},100.0
coffin mew llp,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/111.html']},100.0
stephensons,0,2,0,1,1,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/490.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/111.html']}",0.0
parkers solicitors,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/201.html']},0.0
harvey roberts solicitors,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/201.html']},0.0
lhs solicitors llp,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html']},0.0
head of special legal casework for south wales police,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html']},100.0
dorset police,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html']},100.0
respective director of joint legal services for devon & cornwall police,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html']},100.0
for nottinghamshire police,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html']},100.0
force solicitor for north wales police,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html']},100.0
derbyshire police,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html']},100.0
for staffordshire police,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html']},100.0
drukker solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/183.html']},0.0
community law partnership ltd.,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/135.html']},100.0
law and public services department of london borough of islington,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/150.html']},100.0
breens solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/144.html']},0.0
true solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/144.html']},0.0
samuel phillips,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/153.html']},100.0
public access counsel,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/120.html']},100.0
bishop & sewell llp,0,2,0,0,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/1111.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/120.html']}",0.0
nottingham city council legal services,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/188.html']},0.0
berg,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/145.html']},0.0
rbs and natwest mentor services,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/145.html']},100.0
watch tower legal department,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/136.html']},100.0
strafford law limited,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/158.html']},0.0
gordons solicitors limited,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/158.html']},100.0
bison solicitors,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/194.html']},0.0
ghp legal,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/194.html']},0.0
scott bailey,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/202.html']},100.0
shoosmith llp,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/199.html']},0.0
mcguire woods london llp,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/83.html']},0.0
"legal services, london borough of wandsworth",1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/189.html']},100.0
schwab & co legal services,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/152.html']},100.0
richard charlton solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/203.html']},0.0
bevan brittan,4,1,0,1,4,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/290.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/45.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/203.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/436.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/235.html']}",80.0
tucker solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/155.html']},0.0
howman & co,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/268.html']},0.0
grm law,1,2,0,2,1,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/407.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/232.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/435.html']}",33.33333333333333
hm revenue & customs solicitors,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/232.html']},100.0
railton law,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/224.html']},0.0
allington hughes,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/224.html']},100.0
rr sanghvi & co,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/226.html']},0.0
white and case llp,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/227.html']},0.0
bhatt murphy ltd,0,2,0,1,1,"{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/244.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1868.html']}",0.0
lawrence lupin solicitors,0,2,0,1,1,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/565.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/240.html']}",0.0
mayo wynne baxter,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/254.html']},100.0
dotcom solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/229.html']},0.0
acculegal solicitors,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/229.html']},100.0
holland & knight (uk) llp,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/273.html']},0.0
dmh stallard llp,2,1,0,1,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/94.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/115.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/273.html']}",66.66666666666666
bircham dyson bell,1,0,1,0,1,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/561.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/319.html']}",100.0
morrison & masters ltd,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/233.html']},0.0
sheffield city council,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/225.html']},0.0
bar pro bono unit/public access,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/225.html']},100.0
pritchard joyce & hinds,2,1,0,1,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/19.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/475.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/312.html']}",66.66666666666666
heringtons llp,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/312.html']},100.0
armstrong solicitors limited,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/366.html']},0.0
bde law ltd,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/356.html']},0.0
tim johnson/ law,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/329.html']},0.0
c m murray for public concern at work,0,0,1,0,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/329.html']},
attwaters jameson hill,1,0,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/334.html']},100.0
louise greer solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/369.html']},0.0
richard wilson long solicitors,1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/369.html']},100.0
fraser brown solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/372.html']},0.0
"nicholas hawkings, solicitor to gambling commission",1,0,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/372.html']},100.0
tolhurst fisher llp,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/361.html']},0.0
turpin miller llp,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/352.html']},0.0
general counsel and solicitor to hm revenue & customs,2,0,0,0,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/1036.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/198.html']}",100.0
swain & co solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/331.html']},0.0
kyles legal practice,0,2,0,2,0,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/7.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/331.html']}",0.0
ashton kcj solicitors,0,1,0,0,1,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/399.html']},0.0
gregsons solicitors,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/328.html']},0.0
duval vassiliades,0,2,0,2,0,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/789.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/365.html']}",0.0
food standards agency,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/400.html']},0.0
triton global limited t/a robin simon,0,1,0,1,0,{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/348.html']},0.0
