link,representation,law_firms
https://www.bailii.org/ew/cases/EWCA/Civ/2018/3049.html,"Miss Gemma Farrington (instructed by Davis Simmonds and Donaghey, High Street, GILLINGHAM, ME71BE) appeared on behalf of the Appellant guardian.
Mr Nigel Taylor (instructed by Invicta Law Ltd, Union Street, MAIDSTONE ME14 1PT) appeared on behalf of the First Respondent local authority.
Mr Simon Sandford (instructed by Patrick Lawrence Solicitors, Railway Pl, GRAVESEND DA12 1AP) appeared on behalf of the Second Respondent mother.","[('Davis Simmonds and Donaghey, High Street, GILLINGHAM, ME71BE', 'Appellant guardian.'), ('Invicta Law Ltd, Union Street, MAIDSTONE ME14 1PT', 'First Respondent local authority.'), ('Patrick Lawrence Solicitors, Railway Pl, GRAVESEND DA12 1AP', 'Second Respondent mother.')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1881.html,"Jason Beer QC, Rob Williams  and Charlotte Ventham (instructed by Legal Service of the Competition and Markets Authority) for the Appellant
Mark Brealey QC (instructed by Morgan, Lewis and Bockius UK LLP) for the Respondent
Hearing date: 17 May 2018","[('Legal Service of the Competition and Markets Authority', 'Appellant'), ('Morgan, Lewis and Bockius UK LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2092.html,"Mr Dan Squires QC (instructed by Bhatt Murphy Solicitors) for the Appellant
Mr Duncan Penny QC & Mr William Hays (instructed by CPS Appeals and Review Unit) for the Respondent 
Hearing dates: 19th June 2018","[('Bhatt Murphy Solicitors', 'Appellant'), ('CPS Appeals and Review Unit', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2348.html,"David Southern QC (instructed by Greenwoods GRM LLP) for the Appellant
Kevin Prosser QC and David Yates (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date : 26 July 2018","[('Greenwoods GRM LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2075.html,"Mr Julian Ghosh QC, Mr Richard Boulton QC and Mr Charles Bradley (instructed by Slaughter and May) for the Appellant
Mr David Milne QC, Ms Elizabeth Wilson and Mr Ben Elliott (instructed by the General Counsel and Solicitor to HMRC) for the Respondents
Hearing dates: 30 April and 1 and 2 May 2018","[('Slaughter and May', 'Appellant'), ('the General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2405.html,"Mr Simon Taube QC (instructed by Penningtons Manches LLP) for the Appellant
Mr Jonathan Davey QC (instructed by the General Solicitor and Counsel to HMRC) for the Respondents
Hearing dates:19 June and 12 July 2018","[('Penningtons Manches LLP', 'Appellant'), ('the General Solicitor and Counsel to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2204.html,"Nicola Shaw QC (instructed by Ince & Co) for the Appellant
Jonathan Bremner QC (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondent
Hearing date : 19 July 2018","[('Ince & Co', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2231.html,"Mr Sam Grodzinski QC & Mr Ben Elliott (instructed by Bird & Bird LLP) for the Appellant
Mr Akash Nawbatt QC & Mr Sebastian Purnell (instructed by General Counsel and Solicitor to HMRC) for the Respondents
Hearing dates: 24th & 25th July 2018","[('Bird & Bird LLP', 'Appellant'), ('General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2210.html,"George Peretz QC and Elizabeth Wilson (instructed by the General Counsel and Solicitor to the Revenue and Customs) for the Appellants
Andrew Hitchmough QC and Barbara Belgrano (instructed by BDO LLP) for the Respondent
Hearing date: 20 March 2018","[('the General Counsel and Solicitor to the Revenue and Customs', 'Appellants'), ('BDO LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2266.html,"Elizabeth Wilson (instructed by HM Revenue and Customs Solicitor's Office) for the Appellants
David Rees QC and Hugh Cumber (instructed by Farrer & Co LLP) for the Respondents
Hearing date : 6 and 7 June 2018","[(""HM Revenue and Customs Solicitor's Office"", 'Appellants'), ('Farrer & Co LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2408.html,"Mr Alistair Webster QC (instructed by Morrisons Solicitors LLP, London Road, REDHILL RH1 1LQ) appeared on behalf of the Applicant.
Mr Ben Hayhirst (instructed by The Commissioners for Her Majesty's Revenue and Customs) appeared on behalf of the Respondent.","[('Morrisons Solicitors LLP, London Road, REDHILL RH1 1LQ', 'Applicant.'), (""The Commissioners for Her Majesty's Revenue and Customs"", 'Respondent.')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2344.html,"Andrew Lykiardopoulos QC and James Segan (instructed by Powell Gilbert) for the Appellants
Adrian Speck QC, Sarah Ford QC, Isabel Jamal and Thomas Jones (instructed by EIP and Osborne Clarke LLP) for the Respondents
Hearing dates: 17th May- 23rd May 2018","[('Powell Gilbert', 'Appellants'), ('EIP and Osborne Clarke LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2685.html,"Mr Michael Paget  (instructed by Direct Access) for the Appellant
Ms Stephanie Tozer & Ms Tricia Hemans (instructed by Green and Olive Solicitors ) for the Respondent
Hearing date: Tuesday, 20th November, 2018","[('Direct Access', 'Appellant'), ('Green and Olive Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2667.html,"Mr Simon Browne QC (instructed by Richard Slade and Company plc) for the Appellant
Mr Mark Friston (instructed by W Davies Solicitors, Woking) for the Respondents
Hearing date: 8 November 2018","[('Richard Slade and Company plc', 'Appellant'), ('W Davies Solicitors, Woking', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2694.html,"Andrew Spink QC, Dinah Rose QC and Farhaz Khan (instructed by CMS Cameron McKenna Nabarro Olswang LLP) for the Appellant in Appeal A3/2018/0353 and the Second Respondent in the Cross-Appeal A3/2018/0389
Lord Pannick QC, Michael Furness QC and James McCreath (instructed by Stephenson Harwood LLP) for the Second Respondent in Appeal A3/2018/0353 and the Appellant in the Cross Appeal A3/2018/0389
Brian Green QC (instructed by Slaughter and May) for the First Respondent to both Appeals
Hearing dates: 9, 10 and 11 October 2018","[('CMS Cameron McKenna Nabarro Olswang LLP', 'Appellant in Appeal A3/2018/0353 and the Second Respondent in the Cross-Appeal A3/2018/0389'), ('Stephenson Harwood LLP', 'Second Respondent in Appeal A3/2018/0353 and the Appellant in the Cross Appeal A3/2018/0389'), ('Slaughter and May', 'First Respondent to both Appeals')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2744.html,"Joanna Smith QC and Matthew Hodson (instructed by Lennons Solicitors and Freeths LLP) for the Appellants
Gavin Kealey QC and George Spalton (instructed by BLM Law) for the Respondents
Hearing dates: 21 and 22 November 2018","[('Lennons Solicitors and Freeths LLP', 'Appellants'), ('BLM Law', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2748.html,"Dinah Rose QC and Fraser Campbell (instructed by DLP Piper UK LLP) for the Appellants
Jason Galbraith-Marten QC and Sheryn Omeri (instructed by Bates Wells and Braithwaite LLP) for the First and Second Respondents.
Thomas Linden QC (instructed by Leigh Day) for the Third Respondents
Hearing dates : 30-31 October 2018","[('DLP Piper UK LLP', 'Appellants'), ('Bates Wells and Braithwaite LLP', 'First and Second Respondents.'), ('Leigh Day', 'Third Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/26.html,"Ali Reza Sinai (instructed by Dawn Carter-McDonald, Legal and Democratic Services, London Borough of Hackney) for the Appellant
Christine Cooper and Eirwen Pierrot (instructed by Sky Solicitors, Ilford) 
for the Respondents
Hearing date : 23 November 2016","[('Dawn Carter-McDonald, Legal and Democratic Services, London Borough of Hackney', 'Appellant'), ('Sky Solicitors, Ilford', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/82.html,"William Norris QC and Nicholas Fewtrell (instructed by Hill Dickinson LLP) for the 1st Appellant
Steven Ford QC and Adam Weitzman QC  (instructed by BLM Solicitors) for the 2nd Appellant
Liz-Anne Gumbel QC and Justin Levinson (instructed by Slater and Gordon) for the  Respondent
Hearing dates: 17th and 18th January 2017","[('Hill Dickinson LLP', '1st Appellant'), ('BLM Solicitors', '2nd Appellant'), ('Slater and Gordon', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/54.html,"Kieron Beal QC and Simon Pritchard (instructed by The General Counsel and Solicitor to HM Revenue and Customs) for the Revenue
John Walters QC (instructed by KPMG LLP) for Associated Newspapers Limited
Hearing dates : 13 and 14 December 2016","[('The General Counsel and Solicitor to HM Revenue and Customs', 'Revenue')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/74.html,"Jonathan Swift QC (instructed by McDermott Will and Emery LLP) for the Appellants
Simon Taube QC, Timothy Pitt-Payne QC and James MacDougald (instructed by Taylor Wessing LLP) for the Respondent
Anya Proops QC (instructed by the Information Commissioner) for the Intervener
Hearing dates:  16  17 November 2016","[('McDermott Will and Emery LLP', 'Appellants'), ('Taylor Wessing LLP', 'Respondent'), ('the Information Commissioner', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/56.html,"Mr Mark Simpson QC, Mr Nico Leslie and Mr James Hart (instructed by Al Bawardi Critchlow) for the Applicant, Mr Gray
Mr Dominic Kendrick QC and Mr James Willan (instructed by Byrne and Partners) for the Respondent, Mr Boreh

Hearing date : 3 February 2016
Further submissions received on 7 December 2016, on 21 December 2016 and on 7 January 2017.","[('Al Bawardi Critchlow', 'Applicant, Mr Gray'), ('Byrne and Partners', 'Respondent, Mr Boreh')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/77.html,"Mr Michael Furness QC (instructed by Pinsent Masons LLP) for the Appellants
Mr John Tallon QC and Mr David Yates (instructed by the General Counsel and Solicitor to HMRC) for the Respondents on the Tax appeal
Mr Jonathan Swift QC and Ms Joanne Clement (instructed by the General Counsel and Solicitor to HMRC) for the Respondents on the Judicial Review appeal
Hearing dates: 29 and 30 November and 1 December 2016","[('Pinsent Masons LLP', 'Appellants'), ('the General Counsel and Solicitor to HMRC', 'Respondents on the Tax appeal'), ('the General Counsel and Solicitor to HMRC', 'Respondents on the Judicial Review appeal')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/41.html,"Hugh Southey QC and Barnabas Lams (instructed by Arani Solicitors) for the 1st Appellant
Daniel Beard QC, Nikolaus Grubeck and Julianne Kerr Morrison (instructed by Hickman and Rose) for the 2nd Appellant
James Eadie QC and David Blundell (instructed by the Government Legal Department) for the Respondent
Ashley Underwood QC and Bilal Rawat (instructed by the Special Advocate Support Office) as Special Advocates
Hearing dates: 13 & 14 December 2016","[('Arani Solicitors', '1st Appellant'), ('Hickman and Rose', '2nd Appellant'), ('the Government Legal Department', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/142.html,"Hugh Southey QC and Adam Straw (instructed by Birnberg Peirce & Partners) for the Appellant
Ashley Underwood QC (instructed by Philippa Long on behalf of the Treasury Solicitor) for the Respondent
Hugo Keith QC and Sarah Le Fevre (instructed by Hugh Giles, Director of Legal Services, Metropolitan Police Service) for the 1st Interested Party
Clare Montgomery QC and David Patience (instructed by Scott Ingram, Slater and Gordon) for the 3rd Interested Party
Hearing date: 2nd March 2017","[('Birnberg Peirce & Partners', 'Appellant'), ('Philippa Long on behalf of the Treasury Solicitor', 'Respondent'), ('Hugh Giles, Director of Legal Services, Metropolitan Police Service', '1st Interested Party'), ('Scott Ingram, Slater and Gordon', '3rd Interested Party')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html,"Paul Gilroy QC (instructed by LHS Solicitors LLP) for the Police Superintendents Association Appellants
Ian Skelt (instructed by Rebian Solicitors) for the Federated Ranks Appellants
John Cavanagh QC and Mr Christopher Knight (instructed by the respective Director of Joint Legal Services for Devon & Cornwall Police and Dorset Police; for Nottinghamshire Police and Derbyshire Police; and for Staffordshire Police and West Midlands Police; Force Solicitor for North Wales Police; and Head of Special Legal Casework for South Wales Police) for the Respondents
Hearing dates : 31 January & 01 February 2017","[('LHS Solicitors LLP', 'Police Superintendents Association Appellants'), ('Rebian Solicitors', 'Federated Ranks Appellants'), ('the respective Director of Joint Legal Services for Devon & Cornwall Police and Dorset Police; for Nottinghamshire Police and Derbyshire Police; and for Staffordshire Police and West Midlands Police; Force Solicitor for North Wales Police; and Head of Special Legal Casework for South Wales Police', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/150.html,"Mr IAIN COLVILLE and Mr JAMES SANDHAM (instructed by the Law and Public Services Department of the London Borough of Islington) for the Appellant
Mr TIM BALDWIN and Ms JUSTINE COMPTON (instructed by Duncan Lewis Solicitors) for the Respondent
Hearing date : 23 February 2017","[('the Law and Public Services Department of the London Borough of Islington', 'Appellant'), ('Duncan Lewis Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/145.html,"Ms Elaine Banton (instructed by Berg) for the Appellant
Mr Edward Legard (instructed by RBS and Natwest Mentor Services) for the Respondent
Hearing date: 25 January 2017","[('Berg', 'Appellant'), ('RBS and Natwest Mentor Services', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/83.html,"Christopher Hancock QC, Jonathan Crystal, David Caplan and Charlotte Tan 
(instructed by McGuire Woods London LLP) for the Appellants
Robert Miles QC, Jeremy Goldring QC and Tom Gentleman 
(instructed by Travers Smith LLP and Clifford Chance LLP) for the Respondents
Hearing dates : 1 and 2 February 2017","[('McGuire Woods London LLP', 'Appellants'), ('Travers Smith LLP and Clifford Chance LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/227.html,"Simon Malynicz QC and Alaina Newnes (instructed by Stephenson Harwood LLP) for the Appellants
Martin Howe QC and Iona Berkeley (instructed by White and Case LLP) for the Respondents
Hearing date: 23 March 2017","[('Stephenson Harwood LLP', 'Appellants'), ('White and Case LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/198.html,"Michael Sherry instructed by direct access for the Appellants
Michael Gibbon QC and Elizabeth Wilson (instructed by The General Counsel and Solicitor to HM Revenue & Customs) for the Respondents
Hearing date: 13 March 2017","[('The General Counsel and Solicitor to HM Revenue & Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/331.html,"Matthew Stanbury (instructed by Kyles Legal Practice and Swain & Co Solicitors) for the Appellants
Matthew Slater (instructed by The Government Legal Department) for the Respondent
Hearing date: 04 April 2017","[('Kyles Legal Practice and Swain & Co Solicitors', 'Appellants'), ('The Government Legal Department', 'Respondent')]"
